Word,Frequency
taejinasoyo,1
matampe,1
matogchayo,1
umangocojao,1
mandaño,1
cajuloja,1
despresio,1
borucan,1
inangang,1
causamo,1
gogüe,1
umalalaba,1
manmachichiguit,1
munafanatalo,1
manmalamaña,1
respeta,1
munamámamajlao,1
umintrerega,1
tiempom,1
munafananglo,1
nafanmamatquilo,1
alo,1
dumibide,1
pechomo,1
jala,1
unjedo,1
ufañatfino,1
ulalatde,1
señatta,1
saguat,1
upañotyo,1
mamagño,1
liño,1
ninafanmatompo,1
manacjalom,1
inaligaota,1
tacumple,1
ufanlinie,1
ujananaplinanta,1
manmanafaesen,1
jinasuye,1
janafanfitmeja,1
manflecha,1
ujaflecha,1
manmalaet,1
flechañija,1
janafanapunta,1
inatborota,1
ufanquinenfunde,1
naatogyo,1
minaañaoña,1
ufanmajuchom,1
ugüinaja,1
jinilat,1
ufanmaentrega,1
taelayejo,1
ufanchineneg,1
flumecha,1
ujayengyong,1
tinatitiye,1
ujaguesjaso,1
unbendise,1
ufansinentensia,1
unnamañaña,1
pujañija,1
unnafangosbula,1
janalilibre,1
unnafanmauleg,1
unnagosrico,1
unriega,1
bumisita,1
janafanbasta,1
palañgpang,1
unopejam,1
manjaspogjam,1
aguaguate,1
unnaguaguato,1
umaguaguaguateyo,1
jaganayo,1
utinaetae,1
mumo,1
unanangga,1
amumumujo,1
ujaangoco,1
mumantieteneyo,1
bumebelayo,1
baye,1
munaanaco,1
jugogüeyo,1
chalaneyo,1
contrarionmame,1
ugacha,1
junatriste,1
mungajao,1
uchinileyo,1
agangjao,1
sapatosso,1
jufagagaseyo,1
palanggana,1
minagasso,1
galaad,1
judibide,1
ufanlibre,1
bandera,1
matulalaejon,1
binon,1
unnafanguimenjam,1
manmayeyengyong,1
natalojam,1
gumapotjam,1
umuugung,1
tinampen,1
jafaesenyo,1
montica,1
ufanadaje,1
titanos,1
ufanpinetsigue,1
minlagmo,1
majalang,1
chechonâ,1
unapapaseja,1
manlalamegae,1
sinaque,1
gagaebale,1
parejumo,1
manñajlalangña,1
balansa,1
jachulelejguan,1
manjinaja,1
nanggajao,1
manmanmatdidise,1
testigon,1
manafaesenja,1
cumba,1
intigong,1
ngaen,1
janananggaja,1
prinimetijo,1
sinisoñija,1
manesalao,1
cantasionñija,1
manguera,1
guinocha,1
gataotao,1
umalibre,1
lalatde,1
nametgot,1
neftali,1
apapagat,1
useguro,1
jinilatña,1
fanbendise,1
donseya,1
jatatituye,1
dandanñija,1
manmaañagüe,1
umanaatunog,1
tádodong,1
manmipe,1
cácagong,1
ayudata,1
catgata,1
mamacautiba,1
taangocojit,1
viente,1
jochalapon,1
ujaestira,1
manaatansegüet,1
ampman,1
langetsija,1
jajaja,1
junamajalang,1
tumangesyo,1
lumalatde,1
cumanoyo,1
manataotao,1
jupadese,1
umadesonra,1
munafanmamamajlao,1
numananggajao,1
taetiningojo,1
juchuleguan,1
junatalo,1
linálachae,1
ninaanglo,1
agagajo,1
luño,1
magñoyo,1
atmasén,1
tinadongsija,1
munataesetbe,1
munataebale,1
osgo,1
umalaba,1
telangñija,1
manmaque,1
injingong,1
branta,1
yemog,1
pinitiñiñija,1
infaposgüe,1
guijilomame,1
namaudae,1
sinturanmame,1
chumulejam,1
unchague,1
chumaguejam,1
namajungog,1
ujajatsa,1
pumupulan,1
manmagofjam,1
japocacate,1
ninámaañao,1
macantataye,1
macantatayejao,1
umadodorajao,1
contrarionmo,1
uninaseja,1
manámaañao,1
manmañao,1
ujungogyo,1
salmón,1
unbendisejam,1
nieve,1
manafanmachalapon,1
amariyo,1
platiao,1
dumescansa,1
mafacae,1
falago,1
tanataquilo,1
minaañaojo,1
inatangüe,1
infaninina,1
namase,1
taeparientes,1
munafañaga,1
jaoriyaye,1
umangocogüe,1
usendangculo,1
ufansenalegre,1
ufansénmagof,1
manmalingoñija,1
mannamase,1
ungobietna,1
tumátana,1
inalululayo,1
jafunutyo,1
unaatog,1
jatunanmaesagüe,1
jarecoje,1
ponedera,1
jurecoje,1
umatogjao,1
barachias,1
ufanmachule,1
sinagoganmiyo,1
inpanag,1
manmajajaso,1
estagüeyo,1
innabula,1
infangachong,1
jayotte,1
mangaeguejam,1
inadotna,1
sanjiyongña,1
manmablanquea,1
ugasgas,1
minampos,1
sumanjiyeng,1
infagagase,1
inpapañot,1
ñamo,1
inguicula,1
finatomo,1
fanmadadague,1
infanmanjungog,1
ufanmajusga,1
ujanadaña,1
catin,1
angetña,1
ufanugung,1
uanog,1
siñan,1
nina,1
pininiten,1
ujadagueja,1
umanafangadada,1
manafangadada,1
umamalefanñaejon,1
mannanasuso,1
ufanunog,1
tumataetae,1
daniel,1
janamanenggeng,1
janamegae,1
ufanachatlie,1
ufanaentrega,1
innafanmatompo,1
infanmanapute,1
munamametgot,1
comino,1
anis,1
diesmo,1
umatrebe,1
linieña,1
jaguaefe,1
gaelaje,1
enae,1
chinileja,1
janafanmamatquilo,1
maninasagua,1
ugaeasagua,1
japupuno,1
gaigue,1
iyo,1
dinario,1
fanueyofan,1
manaatanja,1
disipuloñija,1
ninagadon,1
manacuentuse,1
jumalomjao,1
liyangña,1
inagange,1
mafapoposgüe,1
mandigno,1
ujasonggue,1
papâ,1
umafaesesen,1
manmanapase,1
finatinasñiñija,1
dosbiaje,1
prosélito,1
inlilicue,1
inagó,1
inticho,1
injichom,1
manlagga,1
munaumitden,1
sagüe,1
namae,1
munadangculon,1
utentagonmiyo,1
infanmamanaan,1
fanmamananaan,1
fanmalalago,1
goschago,1
jajujuto,1
filacteriañija,1
janaancho,1
janacalamten,1
calalotñija,1
apagan,1
manmangogode,1
inayigñija,1
mañaña,1
manjagon,1
mamatquiloja,1
ufanpinino,1
espadaja,1
manachamalingo,1
guesguot,1
usentensia,1
tiempoja,1
ujajusga,1
manmachiguit,1
infandescacansaja,1
infanmamaegoja,1
nafalofan,1
gostriste,1
j,1
fanmatachong,1
judaguejao,1
junesesita,1
jacocobla,1
guiyo,1
junafañetnot,1
pinitejo,1
nuevo,1
fanguimen,1
munajalom,1
legion,1
unsanganejam,1
namo,1
ugaeninasiña,1
angjeles,1
presoñija,1
usotta,1
manmadeclara,1
unjujungog,1
unnafanmagas,1
unnasenmagofyo,1
enimiguja,1
ujafajan,1
gaebale,1
mafajan,1
unnabira,1
jañaca,1
umayogua,1
gueftumanges,1
cumanta,1
dumiclalara,1
manjajamjo,1
munafañetnot,1
profetisayejam,1
dinemo,1
manafañetnot,1
utanesesita,1
jufamanue,1
infamaulequejao,1
fañomnagan,1
lañanmiyo,1
manmatujog,1
ujatagam,1
latigo,1
uyenajo,1
manbeglacho,1
amujo,1
uninamagasgüe,1
ninamagasgüe,1
mangodon,1
tifáfababa,1
fanlisto,1
umayulangguan,1
ubelagüe,1
gaeguima,1
jalaso,1
mitate,1
manguguleg,1
minamaelan,1
manchinile,1
manafanaasagua,1
canaena,1
tatajoja,1
ufanmanalo,1
fanjuyong,1
lamparanmame,1
manmapesa,1
mannajongjit,1
innaeyo,1
uguajaja,1
majafotjo,1
innachatsaga,1
jagagasta,1
alabastron,1
yinaoyao,1
unnafanmafondo,1
minasapet,1
insetbejao,1
ufanmanope,1
anjetña,1
matdito,1
umanafañajnge,1
taebalenña,1
banquero,1
talentomo,1
majetogjao,1
manacuentas,1
janacometsio,1
guinefuloña,1
fanmagmata,1
manlisto,1
cometsioña,1
lasoña,1
pinadesen,1
iglesiamo,1
jananujong,1
jotno,1
jaaggo,1
ujachague,1
minalog,1
ina,1
tropero,1
nesesidaña,1
dumeclaraye,1
umapula,1
umagodeja,1
sumanganejao,1
jacojajatgüe,1
sensen,1
jufanuejao,1
filipe,1
sesarean,1
calamtenyo,1
intitingo,1
manmañulejam,1
jagoi,1
atgun,1
jagueguefaliligao,1
managaga,1
maguflie,1
manpinacha,1
ujananalo,1
matungogüe,1
dumesprenesia,1
labiosta,1
mangcojao,1
unqueyaojao,1
uminafato,1
tadodong,1
molinon,1
munamatompo,1
uguefdangculo,1
infanjuyong,1
jagüet,1
senso,1
jacocobbla,1
cuenentuse,1
manapapase,1
manmangongobbla,1
classe,1
injaalog,1
chulie,1
manajomio,1
gogosjapadese,1
dinimumuye,1
jaguaefeye,1
ufanfinanue,1
magdala,1
origan,1
uguaguato,1
fafajiyunge,1
fafañagüe,1
pinapada,1
ninadespresiao,1
sebblan,1
dañoña,1
chulieyofan,1
manmamocatja,1
salapeña,1
umautot,1
cumalamten,1
ylegmo,1
gaeonraña,1
disgusto,1
janafonjayan,1
ujanafanjanao,1
angiet,1
sajguanñija,1
clase,1
minaulegco,1
ufanmanina,1
piniteñija,1
tumolaeca,1
ogsomo,1
dimafondo,1
utanafanjaspog,1
tabernaculumo,1
janamaaseyo,1
ninamaonra,1
amuñijo,1
tayute,1
jaadoro,1
fefman,1
ninatataelaye,1
fanataelaye,1
manlaolao,1
innamamajlao,1
mayuyute,1
intitingoja,1
uchapodongja,1
umajajleg,1
jatanom,1
ninafandisgustao,1
guinegüeña,1
inadodorayo,1
ujaonra,1
jafagagase,1
disipulomo,1
guefjomlo,1
madobbla,1
angjetñija,1
jaliliija,1
ujaligao,1
manmalachae,1
magagunija,1
mamso,1
unchulieyo,1
dumespopone,1
ungueguesecungog,1
gaegüenao,1
betfaye,1
munamaañao,1
tentagonmiyo,1
entaloñmiyo,1
ministronmiyo,1
manmamanda,1
manmaprepara,1
siñajamyo,1
umacajulo,1
gupo,1
umabutlea,1
estagüijit,1
unnafanparejoja,1
ninafanadingan,1
siji,1
taliña,1
gaiyo,1
manmanutot,1
jilulo,1
tayajam,1
jumalomgüe,1
ujaagange,1
maatangüe,1
acomparasionña,1
umapedasitos,1
manaeninasiña,1
se,1
umapasegüe,1
unamaatquila,1
uguefyulang,1
manmafatinasja,1
jatagas,1
janamaatquila,1
jasanganeja,1
corasonño,1
fachocho,1
ugagao,1
minattrata,1
nachinadeg,1
unfanogcha,1
aliligao,1
unnacabales,1
tinailayeña,1
janaalinquin,1
tumatratos,1
uflecha,1
magofña,1
mansasapet,1
untayuyutyo,1
juasiijao,1
uinapase,1
apaseyo,1
jañucut,1
pesetas,1
pinelogüe,1
ninagosmaase,1
doble,1
umaapasegüe,1
jaapase,1
maconiegüe,1
sieteja,1
jaisagüeyo,1
juasie,1
ufanmapula,1
ufanmagode,1
ucabales,1
fangone,1
ungana,1
inecungogjao,1
utagana,1
inisagüejao,1
maasejo,1
chelonmiyo,1
plinanta,1
ninadaña,1
locu,1
manaechoco,1
manatungopara,1
ufantratos,1
umaereda,1
ufanresibe,1
babaliña,1
dumadalalagyo,1
uguajanmame,1
maninatan,1
uncabales,1
fattaco,1
funaesenyo,1
anea,1
basuña,1
jacapon,1
ninafancapon,1
nanañija,1
asaguana,1
umabaleja,1
asaguanmiyo,1
umadesapatta,1
masasangang,1
embidiañija,1
umeentalo,1
jupadedese,1
chamofamumuno,1
umamofea,1
mámamaela,1
umapetsigue,1
sienbiaje,1
fanmanmanman,1
ninagos,1
gaegüinaja,1
ninamatolaeca,1
ufajan,1
patgonyo,1
chumu,1
dinimuye,1
probecho,1
unadesapatta,1
mantiniguie,1
asiganmiyo,1
numamaasen,1
atadogja,1
lagnos,1
atutong,1
manaegüine,1
utentagon,1
uuttimon,1
fuminenana,1
malagomame,1
nafanmatachongjam,1
magasta,1
matagpangeco,1
tatteña,1
manmanuutot,1
junafotgon,1
catreco,1
pila,1
matachonge,1
munajomlojao,1
nafanliiyo,1
capaña,1
inaagangjao,1
tumojgüe,1
mumomye,1
umegagao,1
timeo,1
bartimeo,1
rescate,1
utentago,1
ufañeñetbe,1
utaegüenao,1
manmanafanmagas,1
manmapreparaye,1
acagüeco,1
mansiñajam,1
entalomiyoja,1
ujafaesen,1
taejinenggueco,1
jatolae,1
injajasoja,1
manmanjujungogja,1
majejetogja,1
panmiyo,1
panta,1
gostadong,1
dalmanuta,1
ufanason,1
manafanjaspog,1
janafanguentos,1
janafanmanjungog,1
manamamto,1
gumogode,1
efatha,1
jacacanoja,1
ufanmayotte,1
sirofenisa,1
unatog,1
janatataelaye,1
manlatga,1
manadulterio,1
ninataelaye,1
taegüenaja,1
juipe,1
trongconjayo,1
gumagalileg,1
jaguefatan,1
manlálaolao,1
maelayofan,1
ninayafae,1
japedadasos,1
juconie,1
jafana,1
guaelayeña,1
manataya,1
manjineme,1
tabetnáculo,1
utafañagajit,1
munaapaca,1
fafagas,1
gosapaca,1
manmañila,1
janafañajnge,1
ujaguaeya,1
unimamajlaogüe,1
sinaganjo,1
uaprobecha,1
tumatiye,1
cesarean,1
sensong,1
guiyajululu,1
gagaejagonja,1
tiempopoña,1
tafanjijitaja,1
manjajamyoja,1
inatbororota,1
pologüe,1
malalatde,1
tresientos,1
manalalastimaja,1
senchatsaga,1
gosguaguan,1
nardo,1
inggüenten,1
umafababa,1
jusanganeja,1
infansineda,1
oogayo,1
ufanbela,1
pottero,1
manjajagonja,1
mamaulegja,1
ujarecoje,1
ufanmamababa,1
manmaayigja,1
jinanaomiyo,1
nanalo,1
ngaeanja,1
uinggüentiye,1
mañaenanñija,1
mananatchatsaga,1
sentriste,1
mangostriste,1
fanmatatachong,1
jupunejao,1
jumitamatae,1
janaguefchadeg,1
unpuneyo,1
cumastitiga,1
jupanag,1
infaninefende,1
macanta,1
namaase,1
tason,1
manotche,1
uchumocho,1
namasogsog,1
tolangjo,1
amanoja,1
mangangatga,1
infamauleg,1
manojam,1
maofrese,1
mapromete,1
uuafanmapuno,1
uentrega,1
uquinano,1
ufamasemiya,1
intietientayo,1
quinadoñija,1
umaquegacha,1
umagote,1
manmanmatitinas,1
uiyota,1
sumenyaña,1
mapoca,1
junamamaya,1
jaatquila,1
manguadog,1
naninasiña,1
sijamanmaañao,1
epeyo,1
manasiijamyo,1
guajajao,1
mananaetaejamyo,1
unmatdise,1
janafanmamanman,1
mamaañao,1
mañañaque,1
janafanalinquin,1
tinegchamo,1
mannatae,1
seite,1
infangcuentos,1
semiyañijo,1
manaejamyo,1
injasuye,1
maentregajamyo,1
maconejamyo,1
infanmasaulag,1
ufababa,1
fanmafabababa,1
sustentoña,1
minalagoñaja,1
minegaeñijaja,1
yiniteña,1
centavos,1
cobble,1
buida,1
yiniteñija,1
jatucho,1
chagojao,1
minetgotmiyo,1
siningonjo,1
ninafangoslache,1
ufannacajulo,1
manmasagua,1
ugae,1
janajujuyong,1
numataelaye,1
finatinasmiyo,1
limenda,1
chomocho,1
janamalagtos,1
janaregla,1
atcosña,1
manulag,1
janagosmamta,1
ungasgas,1
sesetmon,1
jufansetmon,1
tinatiye,1
jojomjomja,1
gostaftaf,1
maconiigüe,1
machom,1
manamamta,1
maosgueja,1
janafañila,1
ninaagang,1
unnafanaelayejam,1
parajafa,1
ninafalag,1
gosmagof,1
jutecon,1
lumimendanñañaejon,1
matiteg,1
mansesetmon,1
uyamag,1
taemaasie,1
chinatfinue,1
cuatquieraja,1
umaguot,1
ufañochocho,1
cananeo,1
boanerges,1
sobrenaañija,1
sobrenaaña,1
ufangaeninasiña,1
ujafanmansetmon,1
unafanjanao,1
ufañisijaja,1
lalalalo,1
mangaechetnot,1
manachatsaga,1
uninananggaja,1
corasoññija,1
abiatar,1
jalomña,1
manmanjala,1
igue,1
sijas,1
masgaeninasiña,1
monte,1
taejaleñija,1
janagalileque,1
inacachaña,1
sumen,1
quinajiloña,1
mangoca,1
sumanpapa,1
masise,1
janafañopchop,1
manajuyonge,1
utajonggue,1
cácagongña,1
unnacajulo,1
iluñija,1
mafaelaña,1
mumayan,1
mandesapatta,1
unnasuja,1
maobliga,1
umeemog,1
talatmanu,1
ubinesita,1
taeisaoyo,1
diquiqueña,1
ninafanyaoyao,1
sacapico,1
janatadong,1
pulon,1
ujasaque,1
mantinagpange,1
ynagang,1
jugagaegueja,1
tagpange,1
fannaquilisyano,1
maadoragüe,1
mapublilica,1
manmafanagüe,1
infanseguro,1
innamalago,1
manmamaegojam,1
masaque,1
ujaliiyo,1
manmagote,1
manapos,1
infanninanangga,1
fanlagoguse,1
janagalileg,1
mumanánaná,1
maseyo,1
ninasiñanmiyo,1
inasegura,1
guatdianmiyo,1
maaliligaojao,1
mammalayo,1
ninaenmiyo,1
ungagaoyo,1
gosbumuebuente,1
jaguefadaje,1
jadesesao,1
uninaguaguat,1
umamantiene,1
judegüeya,1
sidua,1
castigon,1
maninecungog,1
ufanchenancleta,1
betsanñija,1
costat,1
bastoñija,1
malilicue,1
manmanjongguenñija,1
tanoñaja,1
maninefefende,1
joses,1
ujanatungo,1
jucuentutuse,1
cumi,1
talitha,1
janafanjuyong,1
munachachatsagayo,1
jagacha,1
událalag,1
ninagostriste,1
inrechasa,1
umaprobecha,1
cotban,1
mantietiene,1
jaadorayo,1
maonrayo,1
aplacha,1
rinesibeñija,1
toda,1
canton,1
manuja,1
mangosmajetog,1
pantasma,1
pumedasitos,1
jaapura,1
manmapatte,1
güiyan,1
ujanafanmatachong,1
ujafanmamajan,1
campo,1
manaelugat,1
su,1
jadegüeya,1
manugung,1
unnachachatsaga,1
ciento,1
cadenaja,1
maosgue,1
taye,1
gosmanmaañao,1
catma,1
mayajo,1
alunan,1
sui,1
tafanmalofan,1
janaclaruye,1
nijongña,1
manramas,1
taacompara,1
tanaparejo,1
sese,1
jagon,1
infanmamidiye,1
inmediye,1
dinaguen,1
jadura,1
jaleñija,1
tungonmiyo,1
ufanmmaasie,1
ufanmabra,1
gumode,1
manmagtos,1
unjomio,1
munamanso,1
manlaloalao,1
unineriyaye,1
pumachayo,1
machichiguetjao,1
linayan,1
umanglo,1
menegae,1
uguajayo,1
jupacha,1
sumantate,1
adid,1
jaaprobecha,1
amigumo,1
pinetmite,1
matoña,1
mansinagane,1
manpinetmite,1
tagojam,1
ujocog,1
yiniyite,1
jatayuyut,1
manmegaejam,1
janalalamen,1
urecoje,1
inefreseñija,1
anitegüe,1
unchachalaneyo,1
insensio,1
umaplanta,1
uninaatlibes,1
fangajujulo,1
ufamodog,1
utinampe,1
unafannaquilo,1
dineseaña,1
manmanplanta,1
matiende,1
manmadetetmina,1
rejistrayo,1
insenso,1
unatristeyo,1
básan,1
gaeguejayo,1
numeroña,1
manmegaeña,1
sumaña,1
guaguan,1
lebblomo,1
mafatinasso,1
gosnamanman,1
untampeyo,1
jinatsaco,1
nafalag,1
tataelaye,1
jucanoyo,1
malayo,1
umajustifica,1
ujaoriyayeyo,1
manmetgotña,1
lumalagpapayo,1
güeco,1
tumungoyo,1
finaposso,1
jubasia,1
umescacapayo,1
jaoriyayeyo,1
chumagüe,1
ecodon,1
japuta,1
telangmame,1
manmames,1
toron,1
juesñija,1
ugagaegueja,1
urechasa,1
ureprendeyo,1
unalamenyo,1
mannge,1
uninatogüe,1
uinayo,1
utampeyo,1
incanta,1
lumachaejit,1
tafanganta,1
cumonejit,1
sauses,1
atpanmame,1
manangesjit,1
janamachuda,1
coutrariuta,1
janalibrejit,1
managpapata,1
jajasojit,1
janafalofan,1
japatten,1
jataf,1
finañagoñija,1
ufanmangobietna,1
manápula,1
ujafanparejoja,1
ugaease,1
majasomo,1
manmatatñga,1
janachinile,1
janalalamlam,1
cantayejit,1
unacheton,1
umantieneyo,1
prinsipat,1
jaosgagaejonyo,1
jucomprende,1
gosnámanman,1
jumijujuteyo,1
untutungo,1
fanasonjo,1
finaposo,1
unlilicue,1
chagogo,1
quinajulojo,1
finatachongjo,1
unrejistrayo,1
unacabales,1
binibun,1
unestira,1
jarespetaja,1
unanimayo,1
tegcho,1
uyinite,1
uquenene,1
unsetbejam,1
unmayulang,1
simientoña,1
juparejo,1
mannunog,1
unnaatogyo,1
mangaejinagong,1
goden,1
manmagasñija,1
ujagode,1
castigo,1
camañija,1
janagatbo,1
umacantaye,1
tininan,1
guefmanataquilo,1
naanñaja,1
mangucunanas,1
mandadao,1
tu,1
manfatinas,1
fanmalaba,1
manmatungo,1
manmilalag,1
mangloña,1
janafanguaefe,1
jadirite,1
manengjengña,1
aesña,1
sereno,1
feneda,1
mamuyuyueyo,1
pulo,1
manatchatgue,1
inalula,1
jaquequetungo,1
jaangongoco,1
upasto,1
inistotba,1
estreyasña,1
jalon,1
atcosmo,1
incantaye,1
inalabaye,1
emanuel,1
umapotgue,1
alabansan,1
linilis,1
jagüife,1
ninamamajlao,1
ujadaña,1
nobian,1
manmanangoco,1
urias,1
rut,1
sara,1
tamar,1
jachalapon,1
goschadig,1
jaof,1
ualaba,1
sumendangculo,1
rumorompe,1
ufanmangotga,1
fangualuanmame,1
ufanmañago,1
lanchonmame,1
malabla,1
jaganmame,1
pinatgonñija,1
unnafanangoco,1
gosnalamen,1
nafanogcha,1
ufanchinalapon,1
fanyute,1
ufanaso,1
tunogjao,1
natalagpapa,1
uncuecuenta,1
unatituye,1
guimegüeco,1
minaaseco,1
umumo,1
munapinite,1
comprediyon,1
ujadeclara,1
uttimomo,1
dinangculomo,1
janafandodoco,1
jalilisto,1
taeuttimo,1
respetao,1
utacantaye,1
janaopop,1
jaguaeguaeya,1
bumababa,1
japupula,1
inangocoña,1
innayuda,1
jinagongña,1
sustansiaco,1
utinina,1
unafanbula,1
unnafannajong,1
gobietnomo,1
ujanamatungo,1
unmabendise,1
uninalaba,1
ulalalo,1
cariñosogüe,1
majason,1
janafangajujulo,1
güinajañaja,1
pateo,1
tunasjao,1
fangagae,1
costumbremo,1
sumuspirosyo,1
juguefbaba,1
binaban,1
maninadadaje,1
mannámanman,1
pe,1
junaguaelaye,1
manataebale,1
ufachocho,1
tentagomoyo,1
unaseguro,1
minafañatsagayo,1
ain,1
maañaoña,1
lalaolao,1
unnafañuja,1
finababañija,1
manaba,1
juseguro,1
jusaasgane,1
fanatogco,1
tzade,1
minagajetja,1
mangaejinaso,1
inigojo,1
tau,1
mangosyajo,1
ufanmatompo,1
lugatñija,1
jualabajao,1
maje,1
juingin,1
jugoschatlie,1
maaañaoja,1
shin,1
resumen,1
sumususujayo,1
apasmo,1
plaitea,1
resh,1
taftaña,1
taftafñayo,1
koph,1
sumodayo,1
madespresiayo,1
diquiqueyo,1
sengasgas,1
jalachaeyo,1
dobble,1
samech,1
juabagyo,1
janamagofyo,1
jasisigueja,1
lamed,1
malalachaeyo,1
fanmanonra,1
unconsuelayo,1
junananggaja,1
caph,1
iyaguajo,1
manapodong,1
ulâlâyo,1
unamagofyo,1
unnatristeyo,1
ujalieyo,1
fumajechurayo,1
fumatinasyo,1
jod,1
ninatristeyo,1
sebo,1
manmantica,1
maulegjao,1
umabagyo,1
teth,1
gachong,1
otdenmo,1
iyomoyo,1
jumangag,1
manananggayo,1
erensiaco,1
sumujayo,1
maplantayeyo,1
libren,1
chajlao,1
gospiniteyo,1
nun,1
mañuleyo,1
mamesña,1
chinaguijo,1
minames,1
jubirayo,1
junapara,1
manungoñayo,1
maestronomo,1
infanjajameja,1
janafanungoñayo,1
jualalabajao,1
juguaeyo,1
mem,1
gosfeda,1
quinabales,1
jugueguesjasoja,1
ulisto,1
mafáfababa,1
cueyon,1
taglajiyon,1
inalibre,1
manmannananangga,1
unmamaañagüe,1
maoriyayayeyo,1
unmatca,1
uegueng,1
manmanonojo,1
pechonña,1
munabubula,1
manuutut,1
udoco,1
tunaegüe,1
tatalojo,1
manmanalado,1
majijujuteyo,1
ubinendisejao,1
bendisionña,1
lamasamo,1
manadochon,1
jaconsidedera,1
finachocho,1
questat,1
apasiña,1
corasojo,1
comequegaechecho,1
undescansa,1
junaquietoyo,1
jumajnanao,1
mimilalag,1
munamagof,1
unamagas,1
junadoco,1
mamaleña,1
mamobleña,1
junafannajong,1
prebensionña,1
judesea,1
bumibira,1
mamalemo,1
atcan,1
tabetnaculuña,1
efrata,1
masangangüe,1
jusodayo,1
junamaego,1
junamatujog,1
tabetnaculon,1
trinisteña,1
sumususu,1
ninasusu,1
jananaeja,1
uncajulo,1
unmafatinas,1
iningen,1
ugaemaase,1
amafia,1
sanjalommo,1
beyan,1
palasyomo,1
guinefsaga,1
gumaeyajao,1
fanmanayuyut,1
ufanmanjusga,1
ujanae,1
tribosija,1
mafnot,1
ufanojgue,1
jumajalomjao,1
jumujuyongjao,1
canggilon,1
unninasague,1
nujongmo,1
umaego,1
mamano,1
kedar,1
meseg,1
cadidug,1
guesmanbulajam,1
binitlean,1
magmamataja,1
taepinite,1
bestidujo,1
quinecoña,1
manojon,1
jachuchuleja,1
tuma,1
sumanjaya,1
quinautibanmame,1
chinaleg,1
manmangüife,1
manparejojit,1
ufaninesgaejon,1
echong,1
ujajuto,1
fottuna,1
ufanaegüije,1
umangogoco,1
umayuyudajam,1
manescapajam,1
magtos,1
janafanmachuchudajit,1
mangosbubu,1
japañotjit,1
denespresian,1
mofona,1
untagam,1
tumanme,1
nafan,1
saluda,1
manmanyengyong,1
mumerese,1
guesaligao,1
nengcanoña,1
fafáchocho,1
güiingña,1
tengguang,1
betsanmiyo,1
manonggue,1
nafangajulo,1
janamangag,1
gueflalalo,1
maninencatga,1
lebeo,1
unafanmagong,1
manaplacha,1
tayuyut,1
fanatuganña,1
tabernaculuña,1
mapagajesña,1
ninajanao,1
manafamta,1
munatutungo,1
janamaañaoyo,1
fanmalate,1
fanmanso,1
infaninentrega,1
pinarejumo,1
rumisibeyo,1
rumisibe,1
nanalibrijo,1
mangaegueja,1
enemigoñija,1
menam,1
jusangangüe,1
sumanganyo,1
manbaliñaja,1
fanmaañaoñao,1
familiana,1
cánggilon,1
maestruña,1
bastaja,1
infanmunjayan,1
sumigue,1
ujanamapuno,1
cheloja,1
jalommiyo,1
infanguentos,1
so,1
infanmasaolag,1
jajulo,1
mafapos,1
fama,1
suidaña,1
ufanasoda,1
mangaemanganite,1
najanaojam,1
usapetjam,1
namanana,1
mangosnamaañao,1
minalinao,1
manmalingojam,1
mayajogüe,1
mamaegoja,1
tinatampe,1
mangaematae,1
ufanjinafot,1
unaason,1
chenchonñija,1
jugope,1
pinitita,1
cumacatga,1
chetnotta,1
jaguin,1
jagogode,1
jumonlo,1
benado,1
maliigüe,1
munamalag,1
mabutleagüe,1
munatunog,1
mamatae,1
mandadandan,1
jujomlo,1
jupachaja,1
janamababa,1
tiampmanja,1
uchamaog,1
umafag,1
sentaelaye,1
minatitegña,1
lemenda,1
mamagagonñañajeon,1
lumimendanñaejon,1
güiingmo,1
jaatoyo,1
janalibrego,1
chumatliéyo,1
fanapojo,1
juapattayo,1
gaemaasejao,1
camten,1
camtenjao,1
mangaepinite,1
fresco,1
premiuña,1
ufamanagüe,1
odaña,1
dinagüe,1
ujumuyong,1
sentensiajo,1
finenaña,1
unbisitayo,1
binale,1
udescansa,1
unchagueyo,1
raena,1
bayena,1
sinedamo,1
manisagüe,1
manyuyulang,1
unmasentensia,1
unmanatunas,1
sinasangan,1
lo,1
umachalapon,1
rumecoje,1
ufanjuesmiyo,1
fanyinite,1
susulong,1
inanite,1
guefecungog,1
taejale,1
dangis,1
cumuecuentuse,1
maligno,1
naclaruyejam,1
manafanatog,1
manbolacho,1
chenchon,1
pájaron,1
mamatrongconjayo,1
manmagogulae,1
camalinjo,1
famanojo,1
basujo,1
mumantietiene,1
innabineog,1
fangualuanmo,1
tinanommo,1
jañucot,1
acomparision,1
ujatolaeca,1
fanmanlilie,1
jajujuchom,1
jalomjo,1
ujasiente,1
achog,1
aasa,1
mechan,1
usetmom,1
gostaelaye,1
mangagaegueja,1
unmayute,1
manataquito,1
majijujute,1
manmaafuyot,1
linedoñija,1
gagumimem,1
gunimen,1
maoriyayejam,1
manuugong,1
unfanjungog,1
ujayutejam,1
ilias,1
manmafañañago,1
gosmalago,1
manminagagon,1
ninamayeyengyong,1
estisija,1
sumasoda,1
tesorumo,1
innatungo,1
infanmannanggajam,1
presuña,1
unnafanatog,1
jumojoño,1
ujiningog,1
unafanungo,1
